time_stamp,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,quat_x,quat_y,quat_z,quat_w
1573,105.81,253.50,0.00,6.53,-1.56,0.00
1581,105.81,263.33,0.00,6.51,-1.52,0.00
1585,113.38,273.95,0.00,6.51,-1.38,0.00
1592,113.38,248.24,0.00,6.90,-1.38,0.00
1599,132.19,190.13,0.00,6.90,-1.66,0.00
1605,122.50,182.14,0.00,6.31,-2.13,0.00
1615,115.88,226.17,0.00,9.81,-2.58,0.00
1621,115.88,263.85,0.00,9.18,-2.63,0.00
1626,105.25,279.43,0.00,9.18,-2.21,0.00
1635,71.00,266.54,0.00,13.55,-1.77,0.00
1638,71.00,226.77,0.00,13.55,-1.58,0.00
1647,55.50,174.60,0.00,13.96,-1.66,0.00
1652,55.50,119.91,0.00,14.79,-2.41,0.00
1659,17.31,68.58,0.00,14.79,-3.88,0.00
1667,-55.44,11.35,0.00,11.51,-5.01,0.00
1673,-119.00,-59.73,0.00,7.90,-4.93,0.00
1681,-119.00,-126.20,0.00,5.81,-3.76,0.00
1686,-151.19,-169.79,0.00,5.81,-2.30,0.00
1694,-151.19,-192.04,0.00,2.74,-0.92,0.00
1702,-163.38,-202.70,0.00,2.74,0.59,0.00
1708,-148.75,-209.40,0.00,3.29,1.84,0.00
1714,-115.56,-212.53,0.00,3.58,2.59,0.00
1723,-115.56,-210.05,0.00,5.34,2.97,0.00
1729,-63.75,-204.80,0.00,5.34,3.08,0.00
1734,-21.00,-201.89,0.00,6.28,2.80,0.00
1739,-21.00,-204.61,0.00,6.28,2.06,0.00
1747,4.25,-210.28,0.00,5.85,1.28,0.00
1752,4.25,-215.02,0.00,6.82,0.54,0.00
1760,12.19,-217.71,0.00,6.82,-0.26,0.00
1768,9.69,-219.08,0.00,6.17,-1.03,0.00
1773,-10.50,-219.08,0.00,6.07,-1.78,0.00
1782,-10.50,-216.40,0.00,6.81,-2.35,0.00
1785,-38.81,-211.57,0.00,6.81,-2.68,0.00
1792,-38.81,-205.93,0.00,6.81,-2.83,0.00
1798,-49.00,-199.65,0.00,7.66,-2.77,0.00
1805,-60.94,-190.57,0.00,8.13,-2.31,0.00
1813,-60.94,-179.22,0.00,8.92,-1.64,0.00
1822,-47.62,-151.73,0.00,8.92,-1.39,0.00
1827,-50.88,-113.31,0.00,9.07,-1.47,0.00
1833,-43.94,-108.61,0.00,9.79,-1.46,0.00
1839,-43.94,-135.64,0.00,9.79,-1.50,0.00
1845,-38.69,-159.76,0.00,10.13,-1.76,0.00
1852,-38.69,-171.61,0.00,10.36,-2.30,0.00
1860,-43.56,-173.18,0.00,10.36,-2.89,0.00
1867,-45.19,-167.23,0.00,10.79,-3.26,0.00
1875,-46.62,-156.14,0.00,11.17,-3.52,0.00
1882,-46.62,-144.31,0.00,11.17,-3.74,0.00
1890,-44.31,-135.34,0.00,11.04,-3.93,0.00
1892,-44.31,-129.21,0.00,11.04,-4.11,0.00
1898,-37.00,-124.91,0.00,10.25,-4.23,0.00
1906,-36.00,-121.92,0.00,9.95,-4.34,0.00
1913,-36.00,-120.58,0.00,9.38,-4.66,0.00
1923,-30.25,-119.92,0.00,8.94,-5.12,0.00
1927,-34.88,-117.82,0.00,8.94,-5.45,0.00
1934,-41.69,-114.57,0.00,9.05,-5.59,0.00
1938,-41.69,-111.90,0.00,9.05,-5.60,0.00
1945,-43.31,-110.02,0.00,8.97,-5.57,0.00
1952,-43.31,-108.21,0.00,8.97,-5.49,0.00
1960,-34.81,-106.46,0.00,8.66,-5.39,0.00
1965,-31.88,-104.24,0.00,8.21,-5.18,0.00
1974,-31.88,-101.08,0.00,8.08,-4.76,0.00
1983,-32.31,-96.92,0.00,8.08,-4.31,0.00
1986,-28.62,-90.17,0.00,8.03,-4.02,0.00
1993,-28.62,-81.72,0.00,8.03,-3.86,0.00
